Name,DesignationName,LocationCode,AuthorizationProfileName,ExpenseProfileName,EmployeeCode,AccountNumber,ReportingToEmployeeCode,Email,Username,DateOfJoining,DateOfBirth,BaseSalary,BaseSalaryFromDate,BaseSalaryToDate,Gender,Role1,Role2,Role3,Role4,Role5,Role6,Role7,Role8,Role9,Role10
Employee_MP_19,Inspector,MP,Employee,INSPECTOR,111,1122455,98,EMPLOYEE_MP_19@cotecna.test,EMPLOYEE_MP_19@cotecna.test,24-02-2016,12-05-1982,25000,01-04-2019,31-12-2099,M,Employee,,,,,,,,,
Employee_MP_20,Inspector,MP,Employee,INSPECTOR,112,1122456,99,EMPLOYEE_MP_20@cotecna.test,EMPLOYEE_MP_20@cotecna.test,25-02-2016,12-06-1982,25000,01-04-2019,31-12-2099,M,Employee,,,,,,,,,
Employee_MP_21,Inspector,MP,Employee,INSPECTOR,113,1122457,99,EMPLOYEE_MP_21@cotecna.test,EMPLOYEE_MP_21@cotecna.test,26-02-2016,12-07-1982,20000,01-04-2019,31-12-2099,M,Employee,,,,,,,,,
Employee_MP_22,Inspector,MP,Employee,INSPECTOR,114,1122458,99,EMPLOYEE_MP_22@cotecna.test,EMPLOYEE_MP_22@cotecna.test,29-02-2016,12-08-1982,20000,01-04-2019,31-12-2099,M,Employee,,,,,,,,,
COORD_MP_23,Location Co-ordinator,MP,Employee,STAFF,115,1122459,94,COORD_MP_23@cotecna.test,COORD_MP_23@cotecna.test,01-03-2016,12-09-1982,20000,01-04-2019,31-12-2099,M,Employee,Timesheet Coordinator,,,,,,,,
HR_MP_24,HR Manager,MP,Employee,GENERAL,116,1122460,95,HR_MP_24@cotecna.test,HR_MP_24@cotecna.test,02-03-2016,12-10-1982,20000,01-04-2019,31-12-2099,M,Employee,Human Resources,,,,,,,,
RM_ODI_02,Location Manager,ODI,Regional Manager,GENERAL,117,1122461,1,RM_ODI_02@cotecna.test,RM_ODI_02@cotecna.test,05-05-2015,12-12-1990,40000,01-04-2019,31-12-2099,M,Employee,Manager,Finance,,,,,,,
RM_ODI_03,Location Manager,ODI,Regional Manager,GENERAL,118,1122462,1,RM_ODI_03@cotecna.test,RM_ODI_03@cotecna.test,06-05-2015,13-12-1990,40000,01-04-2019,31-12-2099,M,Employee,Manager,,,,,,,,
MGR_ODI_04,Business Manager,ODI,Reporting Manager,GENERAL,119,1122463,117,MGR_ODI_04@cotecna.test,MGR_ODI_04@cotecna.test,07-05-2015,14-12-1990,30000,01-04-2019,31-12-2099,M,Employee,Manager,,,,,,,,
MGR_ODI_05,Business Manager,ODI,Reporting Manager,GENERAL,120,1122464,117,MGR_ODI_05@cotecna.test,MGR_ODI_05@cotecna.test,08-05-2015,15-12-1990,30000,01-04-2019,31-12-2099,F,Employee,Manager,,,,,,,,
MGR_ODI_06,Business Manager,ODI,Reporting Manager,GENERAL,121,1122465,118,MGR_ODI_06@cotecna.test,MGR_ODI_06@cotecna.test,09-05-2015,16-12-1990,30000,01-04-2019,31-12-2099,F,Employee,Manager,,,,,,,,
MGR_ODI_07,Business Manager,ODI,Reporting Manager,GENERAL,122,1122466,118,MGR_ODI_07@cotecna.test,MGR_ODI_07@cotecna.test,10-05-2015,17-12-1990,30000,01-04-2019,31-12-2099,F,Employee,Manager,,,,,,,,
Employee_ODI_08,Member of Staff,ODI,Employee,STAFF,123,1122467,119,EMPLOYEE_ODI_08@cotecna.test,EMPLOYEE_ODI_08@cotecna.test,11-05-2015,18-12-1990,20000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_ODI_09,Member of Staff,ODI,Employee,STAFF,124,1122468,119,EMPLOYEE_ODI_09@cotecna.test,EMPLOYEE_ODI_09@cotecna.test,12-05-2015,19-12-1990,20000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_ODI_10,Member of Staff,ODI,Employee,STAFF,125,1122469,119,EMPLOYEE_ODI_10@cotecna.test,EMPLOYEE_ODI_10@cotecna.test,13-05-2015,20-12-1990,20000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_ODI_11,Member of Staff,ODI,Employee,STAFF,126,1122470,119,EMPLOYEE_ODI_11@cotecna.test,EMPLOYEE_ODI_11@cotecna.test,14-05-2015,21-12-1990,20000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_ODI_12,Member of Staff,ODI,Employee,STAFF,127,1122471,119,EMPLOYEE_ODI_12@cotecna.test,EMPLOYEE_ODI_12@cotecna.test,15-05-2015,22-12-1990,20000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_ODI_13,Member of Staff,ODI,Employee,STAFF,128,1122472,120,EMPLOYEE_ODI_13@cotecna.test,EMPLOYEE_ODI_13@cotecna.test,16-05-2015,23-12-1990,15000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_ODI_14,Member of Staff,ODI,Employee,STAFF,129,1122473,120,EMPLOYEE_ODI_14@cotecna.test,EMPLOYEE_ODI_14@cotecna.test,17-05-2015,24-12-1990,15000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_ODI_15,Member of Staff,ODI,Employee,STAFF,130,1122474,120,EMPLOYEE_ODI_15@cotecna.test,EMPLOYEE_ODI_15@cotecna.test,18-05-2015,25-12-1990,15000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_ODI_16,Member of Staff,ODI,Employee,STAFF,131,1122475,121,EMPLOYEE_ODI_16@cotecna.test,EMPLOYEE_ODI_16@cotecna.test,19-05-2015,26-12-1990,15000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_ODI_17,Inspector,ODI,Employee,INSPECTOR,132,1122476,121,EMPLOYEE_ODI_17@cotecna.test,EMPLOYEE_ODI_17@cotecna.test,20-05-2015,27-12-1990,25000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_ODI_18,Inspector,ODI,Employee,INSPECTOR,133,1122477,121,EMPLOYEE_ODI_18@cotecna.test,EMPLOYEE_ODI_18@cotecna.test,21-05-2015,28-12-1990,25000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_ODI_19,Inspector,ODI,Employee,INSPECTOR,134,1122478,121,EMPLOYEE_ODI_19@cotecna.test,EMPLOYEE_ODI_19@cotecna.test,22-05-2015,29-12-1990,25000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_ODI_20,Inspector,ODI,Employee,INSPECTOR,135,1122479,121,EMPLOYEE_ODI_20@cotecna.test,EMPLOYEE_ODI_20@cotecna.test,23-05-2015,30-12-1990,25000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_ODI_21,Inspector,ODI,Employee,INSPECTOR,136,1122480,121,EMPLOYEE_ODI_21@cotecna.test,EMPLOYEE_ODI_21@cotecna.test,24-05-2015,31-12-1990,20000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_ODI_22,Inspector,ODI,Employee,INSPECTOR,137,1122481,122,EMPLOYEE_ODI_22@cotecna.test,EMPLOYEE_ODI_22@cotecna.test,25-05-2015,01-01-1991,20000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
COORD_ODI_23,Location Co-ordinator,ODI,Employee,STAFF,138,1122482,122,COORD_ODI_23@cotecna.test,COORD_ODI_23@cotecna.test,26-05-2015,02-01-1991,20000,01-04-2019,31-12-2099,F,Employee,Timesheet Coordinator,,,,,,,,
HR_ODI_24,HR Manager,ODI,Employee,GENERAL,139,1122483,118,HR_ODI_24@cotecna.test,HR_ODI_24@cotecna.test,27-05-2015,03-01-1991,20000,01-04-2019,31-12-2099,F,Employee,Human Resources,,,,,,,,
RM_TN_02,Location Manager,TN,Regional Manager,GENERAL,140,1122484,1,RM_TN_02@cotecna.test,RM_TN_02@cotecna.test,28-05-2015,19-10-1988,40000,01-04-2019,31-12-2099,M,Employee,Manager,Finance,,,,,,,
RM_TN_03,Location Manager,TN,Regional Manager,GENERAL,141,1122485,1,RM_TN_03@cotecna.test,RM_TN_03@cotecna.test,29-05-2015,19-11-1988,40000,01-04-2019,31-12-2099,M,Employee,Manager,,,,,,,,
MGR_TN_04,Business Manager,TN,Reporting Manager,GENERAL,142,1122486,140,MGR_TN_04@cotecna.test,MGR_TN_04@cotecna.test,30-05-2015,19-12-1988,30000,01-04-2019,31-12-2099,M,Employee,Manager,,,,,,,,
MGR_TN_05,Business Manager,TN,Reporting Manager,GENERAL,143,1122487,140,MGR_TN_05@cotecna.test,MGR_TN_05@cotecna.test,31-05-2015,19-01-1989,30000,01-04-2019,31-12-2099,M,Employee,Manager,,,,,,,,
MGR_TN_06,Business Manager,TN,Reporting Manager,GENERAL,144,1122488,141,MGR_TN_06@cotecna.test,MGR_TN_06@cotecna.test,01-06-2015,19-02-1989,30000,01-04-2019,31-12-2099,F,Employee,Manager,,,,,,,,
MGR_TN_07,Business Manager,TN,Reporting Manager,GENERAL,145,1122489,141,MGR_TN_07@cotecna.test,MGR_TN_07@cotecna.test,02-06-2015,19-03-1989,30000,01-04-2019,31-12-2099,F,Employee,Manager,,,,,,,,
Employee_TN_08,Member of Staff,TN,Employee,STAFF,146,1122490,142,EMPLOYEE_TN_08@cotecna.test,EMPLOYEE_TN_08@cotecna.test,03-06-2015,19-04-1989,20000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_TN_09,Member of Staff,TN,Employee,STAFF,147,1122491,142,EMPLOYEE_TN_09@cotecna.test,EMPLOYEE_TN_09@cotecna.test,04-06-2015,19-05-1989,20000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_TN_10,Member of Staff,TN,Employee,STAFF,148,1122492,142,EMPLOYEE_TN_10@cotecna.test,EMPLOYEE_TN_10@cotecna.test,05-06-2015,19-06-1989,20000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_TN_11,Member of Staff,TN,Employee,STAFF,149,1122493,142,EMPLOYEE_TN_11@cotecna.test,EMPLOYEE_TN_11@cotecna.test,06-06-2015,19-07-1989,20000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_TN_12,Member of Staff,TN,Employee,STAFF,150,1122494,143,EMPLOYEE_TN_12@cotecna.test,EMPLOYEE_TN_12@cotecna.test,07-06-2015,19-08-1989,20000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_TN_13,Member of Staff,TN,Employee,STAFF,151,1122495,143,EMPLOYEE_TN_13@cotecna.test,EMPLOYEE_TN_13@cotecna.test,08-06-2015,19-09-1989,15000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_TN_14,Member of Staff,TN,Employee,STAFF,152,1122496,143,EMPLOYEE_TN_14@cotecna.test,EMPLOYEE_TN_14@cotecna.test,09-06-2015,19-10-1989,15000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_TN_15,Member of Staff,TN,Employee,STAFF,153,1122497,143,EMPLOYEE_TN_15@cotecna.test,EMPLOYEE_TN_15@cotecna.test,10-06-2015,19-11-1989,15000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_TN_16,Member of Staff,TN,Employee,STAFF,154,1122498,144,EMPLOYEE_TN_16@cotecna.test,EMPLOYEE_TN_16@cotecna.test,11-06-2015,19-12-1989,15000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_TN_17,Inspector,TN,Employee,INSPECTOR,155,1122499,144,EMPLOYEE_TN_17@cotecna.test,EMPLOYEE_TN_17@cotecna.test,12-06-2015,19-01-1990,25000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_TN_18,Inspector,TN,Employee,INSPECTOR,156,1122500,144,EMPLOYEE_TN_18@cotecna.test,EMPLOYEE_TN_18@cotecna.test,13-06-2015,19-02-1990,25000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_TN_19,Inspector,TN,Employee,INSPECTOR,157,1122501,144,EMPLOYEE_TN_19@cotecna.test,EMPLOYEE_TN_19@cotecna.test,14-06-2015,19-03-1990,25000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_TN_20,Inspector,TN,Employee,INSPECTOR,158,1122502,144,EMPLOYEE_TN_20@cotecna.test,EMPLOYEE_TN_20@cotecna.test,15-06-2015,19-04-1990,25000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_TN_21,Inspector,TN,Employee,INSPECTOR,159,1122503,145,EMPLOYEE_TN_21@cotecna.test,EMPLOYEE_TN_21@cotecna.test,16-06-2015,19-05-1990,20000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
Employee_TN_22,Inspector,TN,Employee,INSPECTOR,160,1122504,145,EMPLOYEE_TN_22@cotecna.test,EMPLOYEE_TN_22@cotecna.test,17-06-2015,19-06-1990,20000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
COORD_TN_23,Location Co-ordinator,TN,Employee,STAFF,161,1122505,145,COORD_TN_23@cotecna.test,COORD_TN_23@cotecna.test,18-06-2015,19-07-1990,20000,01-04-2019,31-12-2099,F,Employee,,,,,,,,,
HR_TN_24,HR Manager,TN,Employee,GENERAL,162,1122506,145,HR_TN_24@cotecna.test,HR_TN_24@cotecna.test,19-06-2015,19-08-1990,20000,01-04-2019,31-12-2099,F,Employee,Timesheet Coordinator,,,,,,,,
RM_WB_02,Location Manager,WB,Regional Manager,GENERAL,163,1122507,1,RM_WB_02@cotecna.test,RM_WB_02@cotecna.test,20-06-2015,20-08-1990,40000,01-04-2019,31-12-2099,M,Employee,Human Resources,,,,,,,,
RM_WB_03,Location Manager,WB,Regional Manager,GENERAL,164,1122508,1,RM_WB_03@cotecna.test,RM_WB_03@cotecna.test,21-06-2015,21-08-1990,40000,01-04-2019,31-12-2099,M,Employee,Manager,Finance,,,,,,,
MGR_WB_04,Business Manager,WB,Reporting Manager,GENERAL,165,1122509,163,MGR_WB_04@cotecna.test,MGR_WB_04@cotecna.test,22-06-2015,22-08-1990,30000,01-04-2019,31-12-2099,M,Employee,Manager,,,,,,,,
MGR_WB_05,Business Manager,WB,Reporting Manager,GENERAL,166,1122510,164,MGR_WB_05@cotecna.test,MGR_WB_05@cotecna.test,23-06-2015,23-08-1990,30000,01-04-2019,31-12-2099,M,Employee,Manager,,,,,,,,
MGR_WB_06,Business Manager,WB,Reporting Manager,GENERAL,167,1122511,163,MGR_WB_06@cotecna.test,MGR_WB_06@cotecna.test,24-06-2015,24-08-1990,30000,01-04-2019,31-12-2099,M,Employee,Manager,,,,,,,,
MGR_WB_07,Business Manager,WB,Reporting Manager,GENERAL,168,1122512,164,MGR_WB_07@cotecna.test,MGR_WB_07@cotecna.test,25-06-2015,25-08-1990,30000,01-04-2019,31-12-2099,M,Employee,Manager,,,,,,,,
Employee_WB_08,Member of Staff,WB,Employee,STAFF,169,1122513,168,EMPLOYEE_WB_08@cotecna.test,EMPLOYEE_WB_08@cotecna.test,26-06-2015,26-08-1990,20000,01-04-2019,31-12-2099,M,Employee,Manager,,,,,,,,
Employee_WB_09,Member of Staff,WB,Employee,STAFF,170,1122514,168,EMPLOYEE_WB_09@cotecna.test,EMPLOYEE_WB_09@cotecna.test,27-06-2015,27-08-1990,20000,01-04-2019,31-12-2099,M,Employee,,,,,,,,,
Employee_WB_10,Member of Staff,WB,Employee,STAFF,171,1122515,168,EMPLOYEE_WB_10@cotecna.test,EMPLOYEE_WB_10@cotecna.test,28-06-2015,28-08-1990,20000,01-04-2019,31-12-2099,M,Employee,,,,,,,,,
Employee_WB_11,Member of Staff,WB,Employee,STAFF,172,1122516,168,EMPLOYEE_WB_11@cotecna.test,EMPLOYEE_WB_11@cotecna.test,29-06-2015,29-08-1990,20000,01-04-2019,31-12-2099,M,Employee,,,,,,,,,
Employee_WB_12,Member of Staff,WB,Employee,STAFF,173,1122517,168,EMPLOYEE_WB_12@cotecna.test,EMPLOYEE_WB_12@cotecna.test,30-06-2015,30-08-1990,20000,01-04-2019,31-12-2099,M,Employee,,,,,,,,,
Employee_WB_13,Member of Staff,WB,Employee,STAFF,174,1122518,168,EMPLOYEE_WB_13@cotecna.test,EMPLOYEE_WB_13@cotecna.test,01-07-2015,31-08-1990,15000,01-04-2019,31-12-2099,M,Employee,,,,,,,,,
Employee_WB_14,Member of Staff,WB,Employee,STAFF,175,1122519,167,EMPLOYEE_WB_14@cotecna.test,EMPLOYEE_WB_14@cotecna.test,02-07-2015,01-09-1990,15000,01-04-2019,31-12-2099,M,Employee,,,,,,,,,
Employee_WB_15,Member of Staff,WB,Employee,STAFF,176,1122520,167,EMPLOYEE_WB_15@cotecna.test,EMPLOYEE_WB_15@cotecna.test,03-07-2015,02-09-1990,15000,01-04-2019,31-12-2099,M,Employee,,,,,,,,,
Employee_WB_16,Member of Staff,WB,Employee,STAFF,177,1122521,167,EMPLOYEE_WB_16@cotecna.test,EMPLOYEE_WB_16@cotecna.test,04-07-2015,03-09-1990,15000,01-04-2019,31-12-2099,M,Employee,,,,,,,,,
Employee_WB_17,Inspector,WB,Employee,INSPECTOR,178,1122522,167,EMPLOYEE_WB_17@cotecna.test,EMPLOYEE_WB_17@cotecna.test,05-07-2015,04-09-1990,25000,01-04-2019,31-12-2099,M,Employee,,,,,,,,,
Employee_WB_18,Inspector,WB,Employee,INSPECTOR,179,1122523,167,EMPLOYEE_WB_18@cotecna.test,EMPLOYEE_WB_18@cotecna.test,06-07-2015,05-09-1990,25000,01-04-2019,31-12-2099,M,Employee,,,,,,,,,
Employee_WB_19,Inspector,WB,Employee,INSPECTOR,180,1122524,167,EMPLOYEE_WB_19@cotecna.test,EMPLOYEE_WB_19@cotecna.test,07-07-2015,06-09-1990,25000,01-04-2019,31-12-2099,M,Employee,,,,,,,,,
Employee_WB_20,Inspector,WB,Employee,INSPECTOR,181,1122525,167,EMPLOYEE_WB_20@cotecna.test,EMPLOYEE_WB_20@cotecna.test,08-07-2015,07-09-1990,25000,01-04-2019,31-12-2099,M,Employee,,,,,,,,,
Employee_WB_21,Inspector,WB,Employee,INSPECTOR,182,1122526,166,EMPLOYEE_WB_21@cotecna.test,EMPLOYEE_WB_21@cotecna.test,09-07-2015,08-09-1990,20000,01-04-2019,31-12-2099,M,Employee,,,,,,,,,
Employee_WB_22,Inspector,WB,Employee,INSPECTOR,183,1122527,165,EMPLOYEE_WB_22@cotecna.test,EMPLOYEE_WB_22@cotecna.test,10-07-2015,09-09-1990,20000,01-04-2019,31-12-2099,M,Employee,,,,,,,,,
COORD_WB_23,Location Co-ordinator,WB,Employee,STAFF,184,1122528,165,COORD_WB_23@cotecna.test,COORD_WB_23@cotecna.test,11-07-2015,10-09-1990,20000,01-04-2019,31-12-2099,M,Employee,Timesheet Coordinator,,,,,,,,
HR_WB_24,HR Manager,WB,Employee,GENERAL,185,1122529,166,HR_WB_24@cotecna.test,HR_WB_24@cotecna.test,12-07-2015,11-09-1990,20000,01-04-2019,31-12-2099,F,Employee,Human Resources,,,,,,,,
